Date,Time,Latitude,Longitude,Altitude,Speed
12/04/2022,07:43:13,-33.93063,18.87361,128.3,29.74
12/04/2022,07:43:15,-33.93062,18.87342,128.1,34.35
12/04/2022,07:43:17,-33.93063,18.87319,127.9,41.15
12/04/2022,07:43:19,-33.93066,18.87292,127.3,49.93
12/04/2022,07:43:21,-33.93069,18.87261,127.3,52.36
12/04/2022,07:43:23,-33.93072,18.87229,127.5,54.71
12/04/2022,07:43:24,-33.93073,18.87212,127.3,56.86
12/04/2022,07:43:25,-33.93074,18.87195,126.7,59.5
12/04/2022,07:43:26,-33.93076,18.87176,126.1,61.04
12/04/2022,07:43:28,-33.9308,18.8714,125,59.71
12/04/2022,07:43:29,-33.93081,18.87122,125.1,57.93
12/04/2022,07:43:30,-33.93083,18.87104,125,57.36
12/04/2022,07:43:32,-33.93087,18.8707,124.9,56.32
12/04/2022,07:43:33,-33.93089,18.87054,125,56.8
12/04/2022,07:43:34,-33.9309,18.87036,124.8,56.12
12/04/2022,07:43:36,-33.93095,18.87001,124.6,59.89
12/04/2022,07:43:38,-33.93099,18.86964,124,60.84
12/04/2022,07:43:39,-33.93101,18.86947,124.3,61.3
12/04/2022,07:43:40,-33.93104,18.8693,124.8,55.97
12/04/2022,07:43:42,-33.93108,18.86897,125.8,52.34
12/04/2022,07:43:43,-33.9311,18.86883,126,47.36
12/04/2022,07:43:45,-33.93113,18.86859,125.8,33.61
12/04/2022,07:43:47,-33.93116,18.86843,125.1,21.58
12/04/2022,07:43:49,-33.93119,18.86833,124.7,13.89
12/04/2022,07:43:51,-33.9312,18.86829,124.7,5.22
12/04/2022,07:43:53,-33.93121,18.86828,124.6,0.17
12/04/2022,07:43:54,-33.93121,18.86828,124.6,0.04
12/04/2022,07:43:55,-33.93121,18.86828,124.6,0.02
12/04/2022,07:43:56,-33.93121,18.86829,124.6,0.02
12/04/2022,07:43:57,-33.93121,18.86829,124.6,0.02
12/04/2022,07:43:58,-33.93121,18.86829,124.6,0.04
12/04/2022,07:44:00,-33.93121,18.86828,124.6,0.07
12/04/2022,07:44:02,-33.93121,18.86828,124.6,0.11
12/04/2022,07:44:03,-33.9312,18.86828,124.7,1.54
12/04/2022,07:44:04,-33.9312,18.86827,124.7,1.31
12/04/2022,07:44:06,-33.9312,18.86827,124.7,0.48
12/04/2022,07:44:08,-33.9312,18.86827,124.7,0.33
12/04/2022,07:44:10,-33.93121,18.86827,124.6,0.39
12/04/2022,07:44:11,-33.93121,18.86827,124.6,1.96
12/04/2022,07:44:13,-33.93122,18.86821,124.6,9.57
12/04/2022,07:44:15,-33.93123,18.86812,124.6,17.46
12/04/2022,07:44:16,-33.93124,18.86806,124.5,19.45
12/04/2022,07:44:17,-33.93125,18.868,124.3,23.17
12/04/2022,07:44:18,-33.93126,18.86792,124,25.84
12/04/2022,07:44:20,-33.93128,18.86776,123.4,27.74
12/04/2022,07:44:21,-33.93128,18.86767,123.4,29.3
12/04/2022,07:44:22,-33.93129,18.86758,123.4,31.58
12/04/2022,07:44:24,-33.93132,18.86737,123.5,35.89
12/04/2022,07:44:25,-33.93132,18.86726,123.7,36.58
12/04/2022,07:44:27,-33.93135,18.86703,123.7,36.87
12/04/2022,07:44:28,-33.93136,18.86693,123.6,35.61
12/04/2022,07:44:30,-33.93138,18.86672,123.1,31.74
12/04/2022,07:44:31,-33.93139,18.86663,123,32.67
12/04/2022,07:44:33,-33.93141,18.86641,123.2,36.43
12/04/2022,07:44:34,-33.93143,18.8663,123.6,38.26
12/04/2022,07:44:35,-33.93144,18.86618,124,38.28
12/04/2022,07:44:37,-33.93147,18.86597,123.4,34.8
12/04/2022,07:44:39,-33.93149,18.86578,122.5,27.85
12/04/2022,07:44:40,-33.93151,18.8657,122.2,26.11
12/04/2022,07:44:42,-33.93153,18.86556,121.5,23.41
12/04/2022,07:44:43,-33.93154,18.8655,121.3,19.95
12/04/2022,07:44:45,-33.93155,18.86541,120.8,9.91
12/04/2022,07:44:46,-33.93156,18.86539,120.8,6.52
12/04/2022,07:44:47,-33.93156,18.86538,120.7,3.65
12/04/2022,07:44:48,-33.93156,18.86537,120.7,2.2
12/04/2022,07:44:49,-33.93156,18.86537,120.7,1.11
12/04/2022,07:44:50,-33.93156,18.86538,120.7,0.8
12/04/2022,07:44:52,-33.93156,18.86537,120.7,0.8
12/04/2022,07:44:54,-33.93156,18.86538,120.7,0
12/04/2022,07:44:56,-33.93156,18.86538,120.7,0.09
12/04/2022,07:44:57,-33.93156,18.86538,120.7,0.17
12/04/2022,07:44:58,-33.93156,18.86538,120.7,0.31
12/04/2022,07:45:00,-33.93156,18.86538,120.7,0.15
12/04/2022,07:45:02,-33.93156,18.86538,120.7,0.26
12/04/2022,07:45:04,-33.93156,18.86538,120.7,0.61
12/04/2022,07:45:05,-33.93156,18.86538,120.7,0.61
12/04/2022,07:45:06,-33.93156,18.86538,120.7,0.31
12/04/2022,07:45:07,-33.93156,18.86538,120.7,0.72
12/04/2022,07:45:08,-33.93156,18.86538,120.7,3.02
12/04/2022,07:45:09,-33.93156,18.86537,120.7,6.37
12/04/2022,07:45:10,-33.93156,18.86533,120.5,15.39
12/04/2022,07:45:11,-33.93156,18.86528,120.2,20.78
12/04/2022,07:45:13,-33.93156,18.86512,119.9,25.32
12/04/2022,07:45:15,-33.93158,18.86492,119.3,35.48
12/04/2022,07:45:16,-33.93159,18.8648,118.8,40.8
12/04/2022,07:45:17,-33.93161,18.86466,118.4,44.34
12/04/2022,07:45:18,-33.93162,18.86452,118.1,47.15
12/04/2022,07:45:19,-33.93163,18.86437,117.9,50.91
12/04/2022,07:45:21,-33.93167,18.86404,117.1,55.93
12/04/2022,07:45:22,-33.93169,18.86387,116.2,55.95
12/04/2022,07:45:23,-33.93171,18.8637,116.2,57.5
12/04/2022,07:45:25,-33.93175,18.86341,117,43.97
12/04/2022,07:45:27,-33.93179,18.86319,117.4,31.02
12/04/2022,07:45:28,-33.93181,18.86312,117.5,23.48
12/04/2022,07:45:30,-33.93184,18.86303,117.5,12.83
12/04/2022,07:45:31,-33.93185,18.86301,117.5,6.69
12/04/2022,07:45:33,-33.93186,18.86301,117.5,0.28
12/04/2022,07:45:34,-33.93187,18.863,117.5,0.2
12/04/2022,07:45:35,-33.93188,18.863,117.6,0.09
12/04/2022,07:45:37,-33.93188,18.863,117.6,0
12/04/2022,07:45:38,-33.93188,18.863,117.6,0
12/04/2022,07:45:39,-33.93188,18.863,117.6,0
12/04/2022,07:45:40,-33.93188,18.863,117.6,0
12/04/2022,07:45:42,-33.93187,18.86297,117.4,8.09
12/04/2022,07:45:43,-33.93187,18.86292,117.2,17.61
12/04/2022,07:45:44,-33.93187,18.86286,117,18.93
12/04/2022,07:45:46,-33.93188,18.86271,116.1,25.95
12/04/2022,07:45:48,-33.9319,18.86253,114.3,28.39
12/04/2022,07:45:49,-33.9319,18.86245,113.8,25.85
12/04/2022,07:45:51,-33.93191,18.86232,113.3,16.45
12/04/2022,07:45:52,-33.93191,18.86228,113.1,10.76
12/04/2022,07:45:53,-33.93192,18.86226,113.1,5.46
12/04/2022,07:45:55,-33.93192,18.86225,113,0.13
12/04/2022,07:45:57,-33.93191,18.86225,113,0.07
12/04/2022,07:45:59,-33.93192,18.86225,113,0.04
12/04/2022,07:46:00,-33.93192,18.86225,113,0.04
12/04/2022,07:46:01,-33.93192,18.86225,113,0.02
12/04/2022,07:46:03,-33.93192,18.86225,113,0.06
12/04/2022,07:46:04,-33.93192,18.86225,113,1.67
12/04/2022,07:46:05,-33.93192,18.86224,113,6.02
12/04/2022,07:46:07,-33.93193,18.86215,112.9,22.19
12/04/2022,07:46:09,-33.93194,18.86198,113,26.87
12/04/2022,07:46:11,-33.93196,18.86178,113.8,36.98
12/04/2022,07:46:12,-33.93197,18.86166,114.4,41.87
12/04/2022,07:46:13,-33.93199,18.86153,115.6,43.24
12/04/2022,07:46:15,-33.93201,18.86125,116.2,45.02
12/04/2022,07:46:16,-33.93203,18.86112,116,44.5
12/04/2022,07:46:18,-33.93206,18.86083,115.8,47.02
12/04/2022,07:46:20,-33.93209,18.86054,113.9,48.49
12/04/2022,07:46:21,-33.93212,18.8604,112.4,49.21
12/04/2022,07:46:22,-33.93213,18.86025,110.9,47.86
12/04/2022,07:46:24,-33.93216,18.85996,109.9,47.8
12/04/2022,07:46:25,-33.93218,18.85983,109.4,41.28
12/04/2022,07:46:27,-33.93222,18.85961,108.6,31.8
12/04/2022,07:46:28,-33.93224,18.85952,108.3,29.41
12/04/2022,07:46:30,-33.93227,18.85937,107.7,25.21
12/04/2022,07:46:31,-33.93228,18.8593,107.5,21.15
12/04/2022,07:46:33,-33.93229,18.8592,107.1,14.76
12/04/2022,07:46:34,-33.9323,18.85916,107,12.7
12/04/2022,07:46:35,-33.9323,18.85913,106.9,10.43
12/04/2022,07:46:36,-33.9323,18.8591,106.8,8.95
12/04/2022,07:46:37,-33.9323,18.85908,106.8,6.04
12/04/2022,07:46:39,-33.9323,18.85907,106.7,0.07
12/04/2022,07:46:41,-33.9323,18.85908,106.8,0.06
12/04/2022,07:46:43,-33.9323,18.85908,106.8,0.02
12/04/2022,07:46:45,-33.9323,18.85908,106.8,0
12/04/2022,07:46:46,-33.9323,18.85908,106.8,0
12/04/2022,07:46:48,-33.9323,18.85908,106.8,0
12/04/2022,07:46:49,-33.9323,18.85908,106.8,0
12/04/2022,07:46:51,-33.9323,18.85908,106.8,0
12/04/2022,07:46:52,-33.9323,18.85908,106.8,0
12/04/2022,07:46:53,-33.9323,18.85908,106.8,0
12/04/2022,07:46:54,-33.9323,18.85908,106.8,0.02
12/04/2022,07:46:56,-33.9323,18.85908,106.8,0.02
12/04/2022,07:46:57,-33.9323,18.85908,106.8,0.04
12/04/2022,07:46:58,-33.9323,18.85908,106.8,0.04
12/04/2022,07:46:59,-33.9323,18.85908,106.8,0.02
12/04/2022,07:47:00,-33.9323,18.85908,106.8,0.02
12/04/2022,07:47:02,-33.9323,18.85908,106.8,0
12/04/2022,07:47:04,-33.9323,18.85908,106.8,0.19
12/04/2022,07:47:05,-33.9323,18.85908,106.8,0.15
12/04/2022,07:47:06,-33.9323,18.85908,106.8,0.3
12/04/2022,07:47:07,-33.9323,18.85908,106.8,0.5
12/04/2022,07:47:09,-33.9323,18.85908,106.8,0.43
12/04/2022,07:47:10,-33.93229,18.85908,106.8,0.06
12/04/2022,07:47:11,-33.93229,18.85908,106.8,0.15
12/04/2022,07:47:13,-33.93229,18.85908,106.8,0.41
12/04/2022,07:47:15,-33.9323,18.85908,106.8,0.3
12/04/2022,07:47:16,-33.9323,18.85909,106.8,0.26
12/04/2022,07:47:17,-33.9323,18.85909,106.8,0.46
12/04/2022,07:47:18,-33.9323,18.85909,106.8,0.56
12/04/2022,07:47:19,-33.93229,18.85909,106.8,0.28
12/04/2022,07:47:21,-33.93229,18.85909,106.8,0.07
12/04/2022,07:47:23,-33.93229,18.85909,106.8,0.41
12/04/2022,07:47:25,-33.9323,18.85909,106.8,1.3
12/04/2022,07:47:26,-33.9323,18.85908,106.8,4.65
12/04/2022,07:47:27,-33.93229,18.85906,106.7,7.33
12/04/2022,07:47:28,-33.9323,18.85902,106.6,11.39
12/04/2022,07:47:29,-33.9323,18.85898,106.5,12.93
12/04/2022,07:47:31,-33.93231,18.8589,106.3,10.48
12/04/2022,07:47:33,-33.93236,18.85886,106.7,12.45
12/04/2022,07:47:34,-33.93239,18.85886,106.8,13.09
12/04/2022,07:47:36,-33.93247,18.85886,107.1,15.04
12/04/2022,07:47:37,-33.93251,18.85888,107.1,15.78
12/04/2022,07:47:39,-33.93257,18.85892,107.5,12.87
12/04/2022,07:47:40,-33.9326,18.85894,107.7,11.3
12/04/2022,07:47:42,-33.93262,18.85894,107.8,0.13
12/04/2022,07:47:44,-33.93262,18.85895,107.8,0.19
12/04/2022,07:47:46,-33.93262,18.85895,107.8,0.06
12/04/2022,07:47:47,-33.93262,18.85895,107.8,0
12/04/2022,07:47:48,-33.93262,18.85895,107.8,0
12/04/2022,07:47:49,-33.93262,18.85895,107.8,0
12/04/2022,07:47:51,-33.93262,18.85895,107.8,0.06
12/04/2022,07:47:52,-33.93262,18.85895,107.8,0
12/04/2022,07:47:54,-33.93262,18.85895,107.8,0
12/04/2022,07:47:56,-33.93262,18.85895,107.8,0
12/04/2022,07:47:58,-33.93262,18.85895,107.8,0
12/04/2022,07:48:00,-33.93262,18.85895,107.8,0
12/04/2022,07:48:01,-33.93262,18.85895,107.8,0
12/04/2022,07:48:02,-33.93262,18.85895,107.8,0
12/04/2022,07:48:04,-33.93262,18.85895,107.8,0
